title,content_rating,budget,gross,imdb_score,facenumber_in_poster,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,revenue_millions,runtime_minutes,rating,votes
Daddy's Home,PG-13,50000000.0,150315155.0,6.1,2.0,145.0,54010,130.0,13000,10886,8000.0,2000.0,322.0,51.0,"Comedy,Family","Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",2015,150.32,96,6.1,68306
Into the Woods,PG,50000000.0,127997349.0,6.0,1.0,321.0,101178,779.0,90000,62837,40000.0,11000.0,10000.0,252.0,"Adventure,Comedy,Drama","Anna Kendrick, Meryl Streep, Chris Pine, Emily Blunt",2014,128.0,125,6.0,109756
Inside Man,R,45000000.0,88504640.0,7.6,2.0,230.0,273108,646.0,0,19148,18000.0,412.0,277.0,0.0,"Crime,Drama,Mystery","Denzel Washington, Clive Owen, Jodie Foster,Christopher Plummer",2006,88.5,129,7.6,285441
"Crazy, Stupid, Love.",PG-13,50000000.0,84244877.0,7.4,7.0,310.0,375456,292.0,44000,57426,33000.0,15000.0,7000.0,43.0,"Comedy,Drama,Romance","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",2011,84.24,118,7.4,396714
Moneyball,PG-13,50000000.0,75605492.0,7.6,1.0,419.0,283563,312.0,27000,53094,22000.0,18000.0,11000.0,152.0,"Biography,Drama,Sport","Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",2011,75.61,133,7.6,297395
I Am Number Four,PG-13,60000000.0,55092830.0,6.1,1.0,288.0,195043,329.0,27000,15608,15000.0,348.0,144.0,154.0,"Action,Adventure,Sci-Fi","Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer",2011,55.09,109,6.1,202682
13 Hours,R,50000000.0,52822418.0,7.4,0.0,204.0,47764,219.0,44000,3580,769.0,726.0,681.0,0.0,"Action,Drama,History","John Krasinski, Pablo Schreiber, James Badge Dale,David Denman",2016,52.82,144,7.3,76935
The Book of Life,PG,50000000.0,50150619.0,7.3,1.0,156.0,45580,102.0,18000,19513,17000.0,995.0,679.0,34.0,"Animation,Adventure,Comedy","Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",2014,50.15,95,7.3,50388
Silent Hill,R,50000000.0,46982632.0,6.6,0.0,267.0,172792,1740.0,0,1933,992.0,495.0,368.0,50.0,"Adventure,Horror,Mystery","Radha Mitchell, Laurie Holden, Sean Bean,Deborah Kara Unger",2006,46.98,125,6.6,184152
American Reunion,R,50000000.0,56724080.0,6.7,7.0,291.0,172112,181.0,39000,8398,3000.0,1000.0,1000.0,22.0,Comedy,"Jason Biggs, Alyson Hannigan,Seann William Scott, Chris Klein",2012,56.72,113,6.7,178471
The Judge,R,50000000.0,47105085.0,7.4,1.0,276.0,136973,275.0,47000,30183,21000.0,3000.0,3000.0,71.0,"Crime,Drama","Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",2014,47.11,141,7.4,146812
The Host,PG-13,40000000.0,26616999.0,5.9,3.0,298.0,92461,347.0,43000,1300,430.0,329.0,201.0,487.0,"Action,Adventure,Romance","Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",2013,26.62,125,5.9,96852
The Host,PG-13,40000000.0,26616999.0,5.9,3.0,298.0,92461,347.0,43000,1300,430.0,329.0,201.0,487.0,"Comedy,Drama,Horror","Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",2006,2.2,120,7.0,73491
The Host,R,12215500000.0,2201412.0,7.0,0.0,363.0,68883,279.0,7000,1173,629.0,398.0,74.0,584.0,"Action,Adventure,Romance","Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",2013,26.62,125,5.9,96852
The Host,R,12215500000.0,2201412.0,7.0,0.0,363.0,68883,279.0,7000,1173,629.0,398.0,74.0,584.0,"Comedy,Drama,Horror","Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",2006,2.2,120,7.0,73491
Eastern Promises,R,25000000.0,17114882.0,7.7,1.0,356.0,189249,398.0,0,17211,10000.0,6000.0,509.0,0.0,"Crime,Drama,Mystery","Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin",2007,17.11,100,7.7,198006
Your Highness,R,49900000.0,21557240.0,5.6,3.0,208.0,85237,274.0,18000,45202,20000.0,11000.0,11000.0,234.0,"Adventure,Comedy,Fantasy","Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker",2011,21.56,102,5.6,87904
Beautiful Creatures,PG-13,60000000.0,19445217.0,6.2,7.0,231.0,67796,258.0,14000,3580,1000.0,852.0,592.0,98.0,"Drama,Fantasy,Romance","Alice Englert, Viola Davis, Emma Thompson,Alden Ehrenreich",2013,19.45,124,6.2,71822
Zoolander 2,PG-13,50000000.0,28837115.0,4.8,4.0,226.0,34964,150.0,28000,24107,14000.0,8000.0,1000.0,0.0,Comedy,"Ben Stiller, Owen Wilson, Penélope Cruz, Will Ferrell",2016,28.84,102,4.7,48297
Chappie,R,49000000.0,31569268.0,6.9,0.0,371.0,172965,627.0,67000,23051,20000.0,2000.0,502.0,662.0,"Action,Crime,Drama","Sharlto Copley, Dev Patel, Hugh Jackman,Sigourney Weaver",2015,31.57,120,6.9,188769
Child 44,R,50000000.0,1206135.0,6.4,3.0,172.0,40568,185.0,18000,27666,27000.0,254.0,194.0,79.0,"Crime,Drama,Thriller","Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman",2015,1.21,137,6.5,47703
Taken 3,PG-13,48000000.0,89253340.0,6.0,0.0,222.0,133436,323.0,38000,16967,14000.0,794.0,482.0,118.0,"Action,Thriller","Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen",2014,89.25,109,6.0,144715
The Infiltrator,R,25000000.0,14946229.0,7.3,1.0,72.0,2581,29.0,0,2104,788.0,423.0,345.0,65.0,"Biography,Crime,Drama","Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan",2016,15.43,127,7.1,43929
Prisoners,R,46000000.0,60962878.0,8.1,2.0,454.0,383591,620.0,86000,37321,20000.0,15000.0,1000.0,777.0,"Crime,Drama,Mystery","Hugh Jackman, Jake Gyllenhaal, Viola Davis,Melissa Leo",2013,60.96,153,8.1,431185
Blended,PG-13,40000000.0,46280507.0,6.5,0.0,173.0,87165,184.0,12000,49743,35000.0,11000.0,734.0,153.0,"Comedy,Romance","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon",2014,46.28,117,6.5,93764
Savages,R,45000000.0,47307550.0,6.5,4.0,339.0,104301,269.0,28000,1948,749.0,463.0,404.0,0.0,"Crime,Drama,Thriller","Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro",2012,47.31,131,6.5,107960
Across the Universe,PG-13,45000000.0,24343673.0,7.4,0.0,156.0,91860,524.0,14000,5405,5000.0,117.0,107.0,278.0,"Drama,Fantasy,Musical","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",2007,24.34,133,7.4,95172
Across the Universe,PG-13,45000000.0,24343673.0,7.4,0.0,156.0,91863,524.0,14000,5405,5000.0,117.0,107.0,278.0,"Drama,Fantasy,Musical","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",2007,24.34,133,7.4,95172
Revolutionary Road,R,35000000.0,22877808.0,7.3,0.0,323.0,152591,414.0,0,53895,29000.0,14000.0,10000.0,0.0,"Drama,Romance","Leonardo DiCaprio, Kate Winslet, Christopher Fitzgerald, Jonathan Roumie",2008,22.88,119,7.3,159736
The Ghost Writer,PG-13,45000000.0,15523168.0,7.2,2.0,343.0,132423,349.0,15000,2507,854.0,766.0,501.0,2000.0,"Mystery,Thriller","Ewan McGregor, Pierce Brosnan, Olivia Williams,Jon Bernthal",2010,15.52,128,7.2,137964
Argo,R,44500000.0,136019448.0,7.7,1.0,656.0,452465,695.0,89000,3133,1000.0,660.0,650.0,0.0,"Biography,Drama,History","Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin",2012,136.02,120,7.7,481274
Victor Frankenstein,PG-13,40000000.0,5773519.0,6.0,2.0,159.0,28618,91.0,11000,12876,11000.0,1000.0,287.0,118.0,"Drama,Horror,Sci-Fi","Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",2015,5.77,110,6.0,37975
Victor Frankenstein,PG-13,40000000.0,5773519.0,6.0,2.0,159.0,28618,91.0,11000,12876,11000.0,1000.0,287.0,118.0,"Drama,Horror,Sci-Fi","Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",2015,5.77,110,6.0,37975
Victor Frankenstein,PG-13,40000000.0,5773519.0,6.0,2.0,159.0,28621,91.0,11000,12876,11000.0,1000.0,287.0,118.0,"Drama,Horror,Sci-Fi","Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott",2015,5.77,110,6.0,37975
21 Jump Street,R,42000000.0,138447667.0,7.2,2.0,375.0,408302,345.0,39000,19968,17000.0,971.0,839.0,97.0,"Action,Comedy,Crime","Jonah Hill, Channing Tatum, Ice Cube,Brie Larson",2012,138.45,110,7.2,432046
The Heat,R,43000000.0,159578352.0,6.6,7.0,270.0,133177,380.0,24000,4825,975.0,815.0,749.0,176.0,"Action,Comedy,Crime","Sandra Bullock, Michael McDonald, Melissa McCarthy,Demián Bichir",2013,159.58,117,6.6,140151
The Interview,R,44000000.0,6105175.0,6.6,4.0,293.0,247020,835.0,50000,12239,11000.0,392.0,365.0,133.0,Comedy,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",2014,6.11,112,6.6,261536
Man on a Ledge,PG-13,42000000.0,18600911.0,6.6,6.0,258.0,125198,153.0,11000,362,107.0,81.0,54.0,20.0,"Action,Crime,Thriller","Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez",2012,18.6,102,6.6,129252
The Karate Kid,PG,8000000.0,90800000.0,7.2,0.0,81.0,126907,235.0,0,2004,668.0,641.0,225.0,80.0,"Action,Drama,Family","Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han",2010,176.59,140,6.2,127983
The Karate Kid,PG,8000000.0,90800000.0,7.2,0.0,81.0,126916,235.0,0,2004,668.0,641.0,225.0,80.0,"Action,Drama,Family","Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han",2010,176.59,140,6.2,127983
American Hustle,R,40000000.0,150117807.0,7.3,5.0,538.0,358416,751.0,63000,83012,34000.0,23000.0,14000.0,737.0,"Crime,Drama","Christian Bale, Amy Adams, Bradley Cooper,Jennifer Lawrence",2013,150.12,138,7.3,379088
The Proposal,PG-13,40000000.0,163947053.0,6.7,1.0,224.0,227824,273.0,10000,18656,16000.0,896.0,723.0,98.0,"Comedy,Drama,Romance","Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Craig T. Nelson",2009,163.95,108,6.7,241709
Lucy,R,40000000.0,126546825.0,6.4,0.0,433.0,327367,918.0,83000,32325,19000.0,11000.0,903.0,0.0,"Action,Sci-Fi,Thriller","Scarlett Johansson, Morgan Freeman, Min-sik Choi,Amr Waked",2014,126.55,89,6.4,352698
Fifty Shades of Grey,R,40000000.0,166147885.0,4.1,0.0,362.0,220020,1360.0,101000,4585,1000.0,935.0,716.0,456.0,"Drama,Romance,Thriller","Dakota Johnson, Jamie Dornan, Jennifer Ehle,Eloise Mumford",2015,166.15,125,4.1,244474
Lone Survivor,R,40000000.0,125069696.0,7.6,0.0,319.0,203963,420.0,58000,1261,480.0,449.0,127.0,532.0,"Action,Biography,Drama","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster",2013,125.07,121,7.5,218996
The Conjuring 2,R,40000000.0,102310175.0,7.8,0.0,300.0,64989,279.0,40000,2676,1000.0,575.0,336.0,0.0,"Horror,Mystery,Thriller","Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor",2016,102.46,134,7.4,137203
The Social Network,PG-13,40000000.0,96917897.0,7.7,0.0,556.0,479453,696.0,74000,10555,10000.0,349.0,81.0,21000.0,"Biography,Drama","Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Rooney Mara",2010,96.92,120,7.7,510100
Get Hard,R,40000000.0,90353764.0,6.0,2.0,173.0,85629,144.0,14000,12556,8000.0,2000.0,723.0,164.0,"Comedy,Crime","Will Ferrell, Kevin Hart, Alison Brie, T.I.",2015,90.35,100,6.0,95119
42,PG-13,40000000.0,95001343.0,7.5,0.0,216.0,66511,200.0,28000,16911,11000.0,3000.0,898.0,241.0,"Biography,Drama,Sport","Chadwick Boseman, T.R. Knight, Harrison Ford,Nicole Beharie",2013,95.0,128,7.5,69659
The Intern,PG-13,35000000.0,75274748.0,7.2,2.0,241.0,130661,304.0,54000,36010,22000.0,11000.0,808.0,278.0,"Comedy,Drama","Robert De Niro, Anne Hathaway, Rene Russo,Anders Holm",2015,75.27,121,7.1,159582
17 Again,PG-13,20000000.0,64149837.0,6.4,1.0,191.0,146899,185.0,0,7009,2000.0,2000.0,651.0,23.0,"Comedy,Drama,Family","Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon",2009,64.15,102,6.4,152808
The Other Woman,PG-13,40000000.0,83906114.0,6.0,2.0,191.0,104481,189.0,16000,2357,982.0,971.0,119.0,415.0,"Comedy,Romance","Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau",2014,83.91,109,6.0,110825
Bridge of Spies,PG-13,40000000.0,72306065.0,7.6,0.0,459.0,178118,355.0,55000,16944,15000.0,535.0,423.0,14000.0,"Drama,History,Thriller","Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan",2015,72.31,142,7.6,217938
Unknown,PG-13,30000000.0,61094903.0,6.9,3.0,349.0,210542,332.0,29000,17152,14000.0,903.0,767.0,174.0,"Action,Mystery,Thriller","Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",2011,61.09,113,6.9,218679
Unknown,PG-13,30000000.0,61094903.0,6.9,3.0,349.0,210548,332.0,29000,17151,14000.0,902.0,767.0,174.0,"Action,Mystery,Thriller","Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",2011,61.09,113,6.9,218679
The Prestige,PG-13,40000000.0,53082743.0,8.5,1.0,341.0,844052,1100.0,49000,63986,23000.0,20000.0,19000.0,22000.0,"Drama,Mystery,Sci-Fi","Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine",2006,53.08,130,8.5,913152
Horrible Bosses 2,R,42000000.0,54414716.0,6.3,7.0,196.0,114294,187.0,12000,30571,18000.0,11000.0,465.0,51.0,"Comedy,Crime","Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston",2014,54.41,108,6.3,125190
Apocalypto,R,40000000.0,50859889.0,7.8,0.0,283.0,236000,1043.0,14000,848,708.0,78.0,19.0,0.0,"Action,Adventure,Drama","Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Rudy Youngblood",2006,50.86,139,7.8,247926
Predators,R,40000000.0,52000688.0,6.4,0.0,351.0,171418,619.0,17000,4243,2000.0,1000.0,520.0,190.0,"Action,Adventure,Sci-Fi","Adrien Brody, Laurence Fishburne, Topher Grace,Alice Braga",2010,52.0,107,6.4,179450
Paul,R,40000000.0,37371385.0,7.0,0.0,342.0,192462,334.0,42000,390,176.0,61.0,57.0,99.0,"Adventure,Comedy,Sci-Fi","Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard",2011,37.37,104,7.0,201707
Scream 4,R,40000000.0,38176892.0,6.2,0.0,420.0,104119,518.0,26000,4486,2000.0,741.0,687.0,0.0,"Horror,Mystery","Neve Campbell, Courteney Cox, David Arquette, Lucy Hale",2011,38.18,111,6.2,108544
Sex Tape,R,40000000.0,38543473.0,5.1,2.0,201.0,84382,158.0,0,1488,683.0,392.0,214.0,52.0,"Comedy,Romance","Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper",2014,38.54,94,5.1,89885
Final Destination 5,R,40000000.0,42575718.0,5.9,0.0,277.0,83788,227.0,20000,3074,703.0,682.0,495.0,77.0,"Horror,Thriller","Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher",2011,42.58,92,5.9,88000
A Million Ways to Die in the West,R,40000000.0,42615685.0,6.1,3.0,303.0,136093,416.0,24000,28927,14000.0,9000.0,3000.0,3000.0,"Comedy,Romance,Western","Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried",2014,42.62,116,6.1,144779
The Other Boleyn Girl,PG-13,35000000.0,26814957.0,6.7,3.0,169.0,84357,252.0,0,77823,20000.0,19000.0,19000.0,56.0,"Biography,Drama,History","Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",2008,26.81,115,6.7,88260
Marie Antoinette,PG-13,40000000.0,15962471.0,6.4,1.0,260.0,79892,619.0,0,7243,4000.0,887.0,826.0,0.0,"Biography,Drama,History","Kirsten Dunst, Jason Schwartzman, Rip Torn, Judy Davis",2006,15.96,123,6.4,83941
Fantastic Mr. Fox,PG,40000000.0,20999103.0,7.8,0.0,335.0,139114,245.0,15000,24770,13000.0,11000.0,563.0,0.0,"Animation,Adventure,Comedy","George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman",2009,21.0,87,7.8,149779
Pandorum,R,33000000.0,10326062.0,6.8,0.0,219.0,121432,310.0,10000,14127,12000.0,2000.0,61.0,22.0,"Action,Horror,Mystery","Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",2009,10.33,108,6.8,126656
Sunshine,R,26000000.0,3675072.0,7.3,0.0,308.0,190132,801.0,15000,11623,11000.0,372.0,167.0,0.0,"Adventure,Sci-Fi,Thriller","Cillian Murphy, Rose Byrne, Chris Evans, Michelle Yeoh",2007,3.68,107,7.3,199860
The Gunman,R,40000000.0,10640645.0,5.8,0.0,224.0,28429,110.0,0,1686,1000.0,535.0,87.0,180.0,"Action,Crime,Drama","Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem",2015,10.64,115,5.8,31194
Disturbia,PG-13,20000000.0,80050171.0,6.9,0.0,253.0,186982,491.0,0,2288,884.0,617.0,502.0,154.0,"Drama,Mystery,Thriller","Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer",2007,80.05,105,6.9,193491
Disturbia,PG-13,20000000.0,80050171.0,6.9,0.0,253.0,186984,491.0,0,2287,884.0,617.0,501.0,154.0,"Drama,Mystery,Thriller","Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer",2007,80.05,105,6.9,193491
Snowpiercer,R,39200000.0,4563029.0,7.0,5.0,488.0,181472,514.0,58000,12286,11000.0,557.0,398.0,584.0,"Action,Drama,Sci-Fi","Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",2013,4.56,126,7.0,199048
The Ugly Truth,R,38000000.0,88915214.0,6.5,2.0,174.0,163665,169.0,9000,22436,18000.0,957.0,954.0,126.0,"Comedy,Romance","Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",2009,88.92,96,6.5,172558
Precious,R,10000000.0,47536959.0,7.3,0.0,323.0,86955,275.0,12000,3277,940.0,906.0,736.0,304.0,Drama,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",2009,47.54,110,7.3,91623
Precious,R,10000000.0,47536959.0,7.3,0.0,323.0,86956,275.0,12000,3276,939.0,906.0,736.0,304.0,Drama,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",2009,47.54,110,7.3,91623
Riddick,R,38000000.0,41997790.0,6.4,0.0,302.0,125305,343.0,39000,17551,14000.0,924.0,904.0,123.0,"Action,Sci-Fi,Thriller","Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà",2013,42.0,119,6.4,132098
The Master,R,32000000.0,16377274.0,7.1,31.0,546.0,105144,405.0,27000,427,378.0,18.0,15.0,0.0,Drama,"Philip Seymour Hoffman, Joaquin Phoenix,Amy Adams, Jesse Plemons",2012,16.38,144,7.1,112902
The 5th Wave,PG-13,38000000.0,34912982.0,5.2,0.0,194.0,55617,266.0,14000,19974,17000.0,1000.0,724.0,5.0,"Action,Adventure,Sci-Fi","Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez,Bailey Anne Borders",2016,34.91,112,5.2,73093
Creed,PG-13,35000000.0,109712885.0,7.7,1.0,437.0,146708,362.0,70000,15106,13000.0,597.0,531.0,0.0,"Drama,Sport","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad",2015,109.71,133,7.6,175673
The Town,R,37000000.0,92173235.0,7.6,7.0,378.0,280228,420.0,29000,14296,10000.0,4000.0,206.0,0.0,"Crime,Drama,Thriller","Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",2010,92.17,125,7.6,294553
What to Expect When You're Expecting,PG-13,40000000.0,41102171.0,5.7,12.0,170.0,57266,89.0,14000,13396,10000.0,2000.0,651.0,52.0,"Comedy,Drama,Romance","Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid",2012,41.1,110,5.7,60059
Rush,R,38000000.0,26903709.0,8.1,0.0,393.0,312629,475.0,83000,37206,26000.0,10000.0,471.0,2000.0,"Action,Biography,Drama","Daniel Brühl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara",2013,26.9,123,8.1,339722
How to Be Single,R,38000000.0,46813366.0,6.1,4.0,148.0,39440,83.0,15000,4882,2000.0,756.0,591.0,11.0,"Comedy,Romance","Dakota Johnson, Rebel Wilson, Leslie Mann, Alison Brie",2016,46.81,110,6.1,59886
Twilight,PG-13,37000000.0,191449475.0,5.2,1.0,350.0,348007,1535.0,19000,44060,17000.0,12000.0,10000.0,308.0,"Drama,Fantasy,Romance","Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke",2008,191.45,122,5.2,361449
Twilight,PG-13,37000000.0,191449475.0,5.2,1.0,350.0,348010,1535.0,19000,44061,17000.0,12000.0,10000.0,308.0,"Drama,Fantasy,Romance","Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke",2008,191.45,122,5.2,361449
We're the Millers,R,37000000.0,150368971.0,7.0,4.0,289.0,316671,301.0,35000,3425,740.0,707.0,651.0,43.0,"Comedy,Crime","Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",2013,150.37,110,7.0,334867
The Hangover,R,35000000.0,277313371.0,7.8,3.0,334.0,583341,626.0,24000,17623,14000.0,839.0,706.0,480.0,Comedy,"Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms",2009,277.31,100,7.8,611563
The Blind Side,PG-13,29000000.0,255950375.0,7.7,0.0,261.0,223127,420.0,38000,3389,768.0,734.0,624.0,102.0,"Biography,Drama,Sport","Quinton Aaron, Sandra Bullock, Tim McGraw,Jae Head",2009,255.95,129,7.7,237221
Horrible Bosses,R,35000000.0,117528646.0,6.9,5.0,340.0,353442,387.0,31000,18669,18000.0,464.0,64.0,91.0,"Comedy,Crime","Jason Bateman, Charlie Day, Jason Sudeikis, Steve Wiebe",2011,117.53,98,6.9,368556
True Grit,PG-13,38000000.0,171031347.0,7.7,0.0,493.0,240962,724.0,36000,25964,13000.0,12000.0,538.0,1000.0,"Adventure,Drama,Western","Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin",2010,171.03,110,7.6,254904
The Devil Wears Prada,PG-13,35000000.0,124732962.0,6.8,0.0,208.0,286178,631.0,0,23923,11000.0,11000.0,505.0,64.0,"Comedy,Drama","Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt",2006,124.73,109,6.8,302268
21,PG-13,35000000.0,81159365.0,6.8,2.0,144.0,191470,278.0,0,25661,18000.0,5000.0,1000.0,126.0,"Crime,Drama,Thriller","Jim Sturgess, Kate Bosworth, Kevin Spacey, Aaron Yoo",2008,81.16,123,6.8,198395
Trainwreck,R,35000000.0,110008260.0,6.3,1.0,332.0,94241,309.0,25000,1450,492.0,392.0,213.0,0.0,"Comedy,Drama,Romance","Amy Schumer, Bill Hader, Brie Larson, Colin Quinn",2015,110.01,125,6.3,106364
Friends with Benefits,R,35000000.0,55802754.0,6.6,2.0,238.0,270228,194.0,41000,20956,15000.0,3000.0,923.0,87.0,"Comedy,Romance","Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",2011,55.8,109,6.6,286543
Neighbors 2: Sorority Rising,R,35000000.0,55291815.0,6.0,0.0,177.0,28041,111.0,0,17860,17000.0,329.0,190.0,89.0,Comedy,"Seth Rogen, Rose Byrne, Zac Efron, Chloë Grace Moretz",2016,55.29,92,5.7,76327
Saving Mr. Banks,PG-13,35000000.0,83299761.0,7.5,2.0,405.0,117719,306.0,39000,19809,15000.0,2000.0,825.0,102.0,"Biography,Comedy,Drama","Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",2013,83.3,125,7.5,125693
This Is 40,R,35000000.0,67523385.0,6.2,2.0,285.0,104005,248.0,18000,1050,529.0,130.0,120.0,0.0,"Comedy,Romance","Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",2012,67.52,134,6.2,108156
Underworld: Rise of the Lycans,R,35000000.0,45802315.0,6.6,1.0,164.0,119974,169.0,0,2184,978.0,593.0,227.0,148.0,"Action,Adventure,Fantasy","Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh",2009,45.8,92,6.6,129708
In Time,PG-13,40000000.0,37553932.0,6.7,2.0,360.0,304318,463.0,52000,34011,20000.0,10000.0,3000.0,487.0,"Action,Sci-Fi,Thriller","Justin Timberlake, Amanda Seyfried, Cillian Murphy,Olivia Wilde",2011,37.55,109,6.7,319025
Concussion,PG-13,35000000.0,34531832.0,7.1,0.0,219.0,44788,138.0,23000,13371,10000.0,979.0,745.0,15.0,"Biography,Drama,Sport","Will Smith, Alec Baldwin, Albert Brooks, David Morse",2015,34.53,123,7.1,61274
The Tree of Life,PG-13,32000000.0,13303319.0,6.7,0.0,584.0,136367,975.0,39000,13021,11000.0,1000.0,687.0,0.0,"Drama,Fantasy","Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",2011,13.3,139,6.8,143517
The Walk,PG,35000000.0,10137502.0,7.4,0.0,335.0,77394,195.0,24000,23031,23000.0,22.0,6.0,0.0,"Adventure,Biography,Crime","Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, Émilie Leclerc",2015,10.14,123,7.3,92378
A Good Year,PG-13,35000000.0,7458269.0,6.9,1.0,147.0,70698,196.0,9000,3611,883.0,883.0,567.0,0.0,"Comedy,Drama,Romance","Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard",2006,7.46,117,6.9,74674
The Maze Runner,PG-13,34000000.0,102413606.0,6.8,0.0,297.0,310903,524.0,38000,1783,988.0,149.0,129.0,47.0,"Action,Mystery,Sci-Fi","Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",2014,102.41,113,6.8,335531
The Fountain,PG-13,35000000.0,10139254.0,7.3,0.0,274.0,190990,915.0,23000,24640,20000.0,1000.0,1000.0,0.0,"Drama,Sci-Fi","Hugh Jackman, Rachel Weisz, Sean Patrick Thomas, Ellen Burstyn",2006,10.14,96,7.3,199193
The Longest Ride,PG-13,34000000.0,37432299.0,7.1,0.0,117.0,50041,116.0,23000,3386,989.0,970.0,954.0,88.0,"Drama,Romance","Scott Eastwood, Britt Robertson, Alan Alda, Jack Huston",2015,37.43,123,7.1,58421
Snakes on a Plane,R,33000000.0,34014398.0,5.6,0.0,285.0,115649,1033.0,4000,2604,852.0,521.0,491.0,160.0,"Action,Adventure,Crime","Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard",2006,34.01,105,5.6,118905
